Day,Month,Year,City,Count,WeekDay,DayForStartYear,isWeekend,DayForStartTrainPeriod
4,8,2016,Благовещенск-1,56,3,216,0,1764
4,8,2016,Химки-1,139,3,216,0,1764
4,8,2016,Сарапул-1,113,3,216,0,1764
4,8,2016,Калининград-1,98,3,216,0,1764
4,8,2016,Реутов-1,81,3,216,0,1764
4,8,2016,Зеленокумск-1,37,3,216,0,1764
4,8,2016,Шахты-1,37,3,216,0,1764
4,8,2016,Сыктывкар-1,183,3,216,0,1764
4,8,2016,Ханты-Мансийск-1,46,3,216,0,1764
4,8,2016,Майкоп-1,150,3,216,0,1764
4,8,2016,Ульяновск-1,88,3,216,0,1764
4,8,2016,Лениногорск-1,40,3,216,0,1764
4,8,2016,Смоленск-1,172,3,216,0,1764
4,8,2016,Энгельс-1,50,3,216,0,1764
4,8,2016,Одинцово-1,100,3,216,0,1764
4,8,2016,Березники-1,75,3,216,0,1764
4,8,2016,Нижнекамск-1,63,3,216,0,1764
4,8,2016,Ухта-2,65,3,216,0,1764
4,8,2016,Чайковский-1,70,3,216,0,1764
4,8,2016,Ростов-на-Дону-1,142,3,216,0,1764
4,8,2016,Сыктывкар-4,52,3,216,0,1764
4,8,2016,Астрахань-1,70,3,216,0,1764
4,8,2016,Москва 1-1,131,3,216,0,1764
4,8,2016,Таганрог-1,172,3,216,0,1764
4,8,2016,Салават-1,38,3,216,0,1764
4,8,2016,Белгород-1,74,3,216,0,1764
4,8,2016,Ухта-1,185,3,216,0,1764
4,8,2016,Балаково-1,124,3,216,0,1764
4,8,2016,Тюмень-2,83,3,216,0,1764
4,8,2016,Нижневартовск-1,36,3,216,0,1764
4,8,2016,Сыктывкар-2,71,3,216,0,1764
4,8,2016,Зеленоград-1,112,3,216,0,1764
4,8,2016,Самара-1,192,3,216,0,1764
4,8,2016,Нефтекамск-1,45,3,216,0,1764
4,8,2016,Ростов-на-Дону-2,142,3,216,0,1764
4,8,2016,Гатчина-2,91,3,216,0,1764
4,8,2016,Ульяновск-2,198,3,216,0,1764
4,8,2016,Щелково-1,12,3,216,0,1764
4,8,2016,Абакан-1,52,3,216,0,1764
4,8,2016,Калуга-1,161,3,216,0,1764
4,8,2016,Смоленск-3,82,3,216,0,1764
4,8,2016,Гатчина-1,70,3,216,0,1764
4,8,2016,Самара-3,256,3,216,0,1764
4,8,2016,Самара-2,265,3,216,0,1764
4,8,2016,Волжский-1,109,3,216,0,1764
4,8,2016,Электросталь-1,39,3,216,0,1764
4,8,2016,Новороссийск-1,183,3,216,0,1764
4,8,2016,Сыктывкар-6,5,3,216,0,1764
4,8,2016,Нахабино-1,46,3,216,0,1764
4,8,2016,Серпухов-1,74,3,216,0,1764
4,8,2016,Абинск-1,98,3,216,0,1764
4,8,2016,Тверь-1,73,3,216,0,1764
4,8,2016,Королев-1,71,3,216,0,1764
4,8,2016,Всеволожск-1,58,3,216,0,1764
4,8,2016,Лобня-1,140,3,216,0,1764
4,8,2016,Колпино-1,100,3,216,0,1764
4,8,2016,Махачкала-1,114,3,216,0,1764
4,8,2016,Домодедово-1,93,3,216,0,1764
4,8,2016,Мытищи-1,78,3,216,0,1764
4,8,2016,Ленинск-Кузнецкий-1,64,3,216,0,1764
4,8,2016,Вельск-1,59,3,216,0,1764
4,8,2016,Уссурийск-1,138,3,216,0,1764
4,8,2016,Новочебоксарск-1,37,3,216,0,1764
4,8,2016,Ангарск-1,69,3,216,0,1764
4,8,2016,Самара-5,179,3,216,0,1764
4,8,2016,Красногорск-1,78,3,216,0,1764
4,8,2016,Муром-1,64,3,216,0,1764
4,8,2016,Долгопрудный-1,154,3,216,0,1764
4,8,2016,Челябинск-2,100,3,216,0,1764
4,8,2016,Октябрьский-1,82,3,216,0,1764
4,8,2016,Бугульма-1,94,3,216,0,1764
4,8,2016,Тольятти-1,224,3,216,0,1764
4,8,2016,Сургут-1,178,3,216,0,1764
4,8,2016,Сыктывкар-5,34,3,216,0,1764
4,8,2016,Комсомольск-на-Амуре-1,149,3,216,0,1764
4,8,2016,Железнодорожный-1,112,3,216,0,1764
4,8,2016,Новоалтайск-1,23,3,216,0,1764
4,8,2016,Нижний Новгород-1,115,3,216,0,1764
4,8,2016,Самара-4,259,3,216,0,1764
4,8,2016,Петрозаводск-1,61,3,216,0,1764
4,8,2016,Уфа-1,77,3,216,0,1764
4,8,2016,Сыктывкар-3,108,3,216,0,1764
4,8,2016,Смоленск-2,153,3,216,0,1764
4,8,2016,Саратов-1,118,3,216,0,1764
4,8,2016,Ростов-на-Дону-3,109,3,216,0,1764
4,8,2016,Казань-1,136,3,216,0,1764
4,8,2016,Выборг-1,58,3,216,0,1764
4,8,2016,Якутск-1,103,3,216,0,1764
4,8,2016,Новокуйбышевск-1,82,3,216,0,1764
4,8,2016,Тюмень-1,104,3,216,0,1764
4,8,2016,Калининград-2,87,3,216,0,1764
4,8,2016,Челябинск-1,85,3,216,0,1764
4,8,2016,Альметьевск-1,78,3,216,0,1764
4,8,2016,Махачкала-2,54,3,216,0,1764
4,8,2016,Вологда-1,51,3,216,0,1764
4,8,2016,Ачинск-1,80,3,216,0,1764
4,8,2016,Пушкино-1,63,3,216,0,1764
4,8,2016,Тобольск-1,75,3,216,0,1764
4,8,2016,Радужный-1,25,3,216,0,1764
4,8,2016,Сочи-1,233,3,216,0,1764
6,8,2016,Нахабино-1,42,5,218,1,1766
6,8,2016,Балаково-1,91,5,218,1,1766
6,8,2016,Ростов-на-Дону-3,106,5,218,1,1766
6,8,2016,Энгельс-1,67,5,218,1,1766
6,8,2016,Новороссийск-1,187,5,218,1,1766
6,8,2016,Железнодорожный-1,172,5,218,1,1766
6,8,2016,Зеленоград-1,143,5,218,1,1766
6,8,2016,Реутов-1,170,5,218,1,1766
6,8,2016,Электросталь-1,66,5,218,1,1766
6,8,2016,Смоленск-3,132,5,218,1,1766
6,8,2016,Якутск-1,83,5,218,1,1766
6,8,2016,Чайковский-1,97,5,218,1,1766
6,8,2016,Ухта-1,284,5,218,1,1766
6,8,2016,Петрозаводск-1,69,5,218,1,1766
6,8,2016,Смоленск-2,222,5,218,1,1766
6,8,2016,Нижневартовск-1,75,5,218,1,1766
6,8,2016,Березники-1,95,5,218,1,1766
6,8,2016,Бугульма-1,112,5,218,1,1766
6,8,2016,Самара-5,154,5,218,1,1766
6,8,2016,Гатчина-1,121,5,218,1,1766
6,8,2016,Пушкино-1,89,5,218,1,1766
6,8,2016,Ханты-Мансийск-1,91,5,218,1,1766
6,8,2016,Вельск-1,55,5,218,1,1766
6,8,2016,Абакан-1,60,5,218,1,1766
6,8,2016,Серпухов-1,81,5,218,1,1766
6,8,2016,Самара-3,335,5,218,1,1766
6,8,2016,Лениногорск-1,63,5,218,1,1766
6,8,2016,Казань-1,116,5,218,1,1766
6,8,2016,Махачкала-1,138,5,218,1,1766
6,8,2016,Ангарск-1,72,5,218,1,1766
6,8,2016,Вологда-1,66,5,218,1,1766
6,8,2016,Самара-2,455,5,218,1,1766
6,8,2016,Самара-4,256,5,218,1,1766
6,8,2016,Всеволожск-1,79,5,218,1,1766
6,8,2016,Тюмень-2,151,5,218,1,1766
6,8,2016,Шахты-1,68,5,218,1,1766
6,8,2016,Одинцово-1,174,5,218,1,1766
6,8,2016,Ухта-2,47,5,218,1,1766
6,8,2016,Балашиха-1,150,5,218,1,1766
6,8,2016,Астрахань-1,66,5,218,1,1766
6,8,2016,Нижний Новгород-1,126,5,218,1,1766
6,8,2016,Калининград-1,130,5,218,1,1766
6,8,2016,Майкоп-1,111,5,218,1,1766
6,8,2016,Щелково-1,35,5,218,1,1766
6,8,2016,Ростов-на-Дону-2,167,5,218,1,1766
6,8,2016,Нижнекамск-1,84,5,218,1,1766
6,8,2016,Тверь-1,87,5,218,1,1766
6,8,2016,Красногорск-1,124,5,218,1,1766
6,8,2016,Ростов-на-Дону-1,186,5,218,1,1766
6,8,2016,Колпино-1,78,5,218,1,1766
6,8,2016,Химки-1,168,5,218,1,1766
6,8,2016,Калининград-2,112,5,218,1,1766
6,8,2016,Сарапул-1,102,5,218,1,1766
6,8,2016,Муром-1,129,5,218,1,1766
6,8,2016,Калуга-1,169,5,218,1,1766
6,8,2016,Благовещенск-1,74,5,218,1,1766
6,8,2016,Москва 1-1,123,5,218,1,1766
6,8,2016,Саратов-1,152,5,218,1,1766
6,8,2016,Абинск-1,130,5,218,1,1766
6,8,2016,Волжский-1,109,5,218,1,1766
6,8,2016,Нефтекамск-1,50,5,218,1,1766
6,8,2016,Ульяновск-2,246,5,218,1,1766
6,8,2016,Сыктывкар-5,53,5,218,1,1766
6,8,2016,Долгопрудный-1,245,5,218,1,1766
6,8,2016,Салават-1,33,5,218,1,1766
6,8,2016,Сыктывкар-4,73,5,218,1,1766
6,8,2016,Новоалтайск-1,28,5,218,1,1766
6,8,2016,Ульяновск-1,113,5,218,1,1766
6,8,2016,Уфа-1,73,5,218,1,1766
6,8,2016,Альметьевск-1,108,5,218,1,1766
6,8,2016,Смоленск-1,243,5,218,1,1766
6,8,2016,Тюмень-1,155,5,218,1,1766
6,8,2016,Сыктывкар-2,103,5,218,1,1766
6,8,2016,Тольятти-1,251,5,218,1,1766
6,8,2016,Комсомольск-на-Амуре-1,183,5,218,1,1766
6,8,2016,Королев-1,101,5,218,1,1766
6,8,2016,Уссурийск-1,198,5,218,1,1766
6,8,2016,Зеленокумск-1,35,5,218,1,1766
6,8,2016,Самара-1,214,5,218,1,1766
6,8,2016,Домодедово-1,87,5,218,1,1766
6,8,2016,Ленинск-Кузнецкий-1,66,5,218,1,1766
6,8,2016,Челябинск-1,131,5,218,1,1766
6,8,2016,Сыктывкар-3,133,5,218,1,1766
6,8,2016,Таганрог-1,264,5,218,1,1766
6,8,2016,Новокуйбышевск-1,111,5,218,1,1766
6,8,2016,Сургут-1,225,5,218,1,1766
6,8,2016,Гатчина-2,86,5,218,1,1766
6,8,2016,Октябрьский-1,96,5,218,1,1766
6,8,2016,Сыктывкар-6,3,5,218,1,1766
6,8,2016,Новочебоксарск-1,59,5,218,1,1766
6,8,2016,Выборг-1,89,5,218,1,1766
6,8,2016,Белгород-1,124,5,218,1,1766
6,8,2016,Лобня-1,126,5,218,1,1766
6,8,2016,Мытищи-1,89,5,218,1,1766
6,8,2016,Сочи-1,222,5,218,1,1766
6,8,2016,Сыктывкар-1,195,5,218,1,1766
6,8,2016,Ачинск-1,136,5,218,1,1766
6,8,2016,Махачкала-2,17,5,218,1,1766
6,8,2016,Радужный-1,35,5,218,1,1766
6,8,2016,Тобольск-1,99,5,218,1,1766
6,8,2016,Челябинск-2,126,5,218,1,1766
7,8,2016,Нефтекамск-1,47,6,219,1,1767
7,8,2016,Вельск-1,59,6,219,1,1767
7,8,2016,Сыктывкар-3,124,6,219,1,1767
7,8,2016,Сыктывкар-1,190,6,219,1,1767
7,8,2016,Саратов-1,120,6,219,1,1767
7,8,2016,Муром-1,80,6,219,1,1767
7,8,2016,Ульяновск-1,96,6,219,1,1767
7,8,2016,Тверь-1,80,6,219,1,1767
7,8,2016,Радужный-1,45,6,219,1,1767
7,8,2016,Махачкала-2,32,6,219,1,1767
7,8,2016,Бугульма-1,86,6,219,1,1767
7,8,2016,Пушкино-1,87,6,219,1,1767
7,8,2016,Майкоп-1,70,6,219,1,1767
7,8,2016,Белгород-1,108,6,219,1,1767
7,8,2016,Сочи-1,209,6,219,1,1767
7,8,2016,Абинск-1,140,6,219,1,1767
7,8,2016,Петрозаводск-1,62,6,219,1,1767
7,8,2016,Гатчина-2,87,6,219,1,1767
7,8,2016,Зеленокумск-1,28,6,219,1,1767
7,8,2016,Выборг-1,68,6,219,1,1767
7,8,2016,Ленинск-Кузнецкий-1,49,6,219,1,1767
7,8,2016,Калуга-1,158,6,219,1,1767
7,8,2016,Новоалтайск-1,20,6,219,1,1767
7,8,2016,Одинцово-1,159,6,219,1,1767
7,8,2016,Калининград-1,138,6,219,1,1767
7,8,2016,Смоленск-3,146,6,219,1,1767
7,8,2016,Москва 1-1,142,6,219,1,1767
7,8,2016,Новороссийск-1,205,6,219,1,1767
7,8,2016,Сыктывкар-2,98,6,219,1,1767
7,8,2016,Махачкала-1,168,6,219,1,1767
7,8,2016,Щелково-1,55,6,219,1,1767
7,8,2016,Шахты-1,71,6,219,1,1767
7,8,2016,Смоленск-1,207,6,219,1,1767
7,8,2016,Чайковский-1,83,6,219,1,1767
7,8,2016,Казань-1,150,6,219,1,1767
7,8,2016,Уссурийск-1,166,6,219,1,1767
7,8,2016,Домодедово-1,90,6,219,1,1767
7,8,2016,Нижнекамск-1,66,6,219,1,1767
7,8,2016,Салават-1,33,6,219,1,1767
7,8,2016,Октябрьский-1,96,6,219,1,1767
7,8,2016,Ростов-на-Дону-1,168,6,219,1,1767
7,8,2016,Красногорск-1,106,6,219,1,1767
7,8,2016,Альметьевск-1,78,6,219,1,1767
7,8,2016,Челябинск-1,99,6,219,1,1767
7,8,2016,Вологда-1,70,6,219,1,1767
7,8,2016,Долгопрудный-1,268,6,219,1,1767
7,8,2016,Сыктывкар-4,65,6,219,1,1767
7,8,2016,Ангарск-1,77,6,219,1,1767
7,8,2016,Новочебоксарск-1,71,6,219,1,1767
7,8,2016,Балашиха-1,189,6,219,1,1767
7,8,2016,Сургут-1,148,6,219,1,1767
7,8,2016,Астрахань-1,68,6,219,1,1767
7,8,2016,Ханты-Мансийск-1,66,6,219,1,1767
7,8,2016,Березники-1,85,6,219,1,1767
7,8,2016,Всеволожск-1,79,6,219,1,1767
7,8,2016,Тюмень-1,116,6,219,1,1767
7,8,2016,Ростов-на-Дону-2,154,6,219,1,1767
7,8,2016,Электросталь-1,64,6,219,1,1767
7,8,2016,Тюмень-2,139,6,219,1,1767
7,8,2016,Сарапул-1,77,6,219,1,1767
7,8,2016,Серпухов-1,88,6,219,1,1767
7,8,2016,Балаково-1,65,6,219,1,1767
7,8,2016,Королев-1,117,6,219,1,1767
7,8,2016,Мытищи-1,89,6,219,1,1767
7,8,2016,Нижний Новгород-1,147,6,219,1,1767
7,8,2016,Тольятти-1,281,6,219,1,1767
7,8,2016,Самара-1,220,6,219,1,1767
7,8,2016,Абакан-1,58,6,219,1,1767
7,8,2016,Ачинск-1,110,6,219,1,1767
7,8,2016,Комсомольск-на-Амуре-1,233,6,219,1,1767
7,8,2016,Тобольск-1,100,6,219,1,1767
7,8,2016,Таганрог-1,240,6,219,1,1767
7,8,2016,Зеленоград-1,134,6,219,1,1767
7,8,2016,Лобня-1,206,6,219,1,1767
7,8,2016,Энгельс-1,73,6,219,1,1767
7,8,2016,Калининград-2,99,6,219,1,1767
7,8,2016,Ухта-1,255,6,219,1,1767
7,8,2016,Нижневартовск-1,66,6,219,1,1767
7,8,2016,Колпино-1,91,6,219,1,1767
7,8,2016,Гатчина-1,128,6,219,1,1767
7,8,2016,Ульяновск-2,180,6,219,1,1767
7,8,2016,Самара-2,393,6,219,1,1767
7,8,2016,Реутов-1,162,6,219,1,1767
7,8,2016,Самара-3,268,6,219,1,1767
7,8,2016,Самара-5,123,6,219,1,1767
7,8,2016,Якутск-1,84,6,219,1,1767
7,8,2016,Новокуйбышевск-1,111,6,219,1,1767
7,8,2016,Волжский-1,94,6,219,1,1767
7,8,2016,Железнодорожный-1,159,6,219,1,1767
7,8,2016,Уфа-1,53,6,219,1,1767
7,8,2016,Челябинск-2,120,6,219,1,1767
7,8,2016,Ростов-на-Дону-3,99,6,219,1,1767
7,8,2016,Сыктывкар-5,24,6,219,1,1767
7,8,2016,Самара-4,253,6,219,1,1767
7,8,2016,Нахабино-1,78,6,219,1,1767
7,8,2016,Сыктывкар-6,7,6,219,1,1767
7,8,2016,Благовещенск-1,83,6,219,1,1767
7,8,2016,Ухта-2,72,6,219,1,1767
7,8,2016,Химки-1,185,6,219,1,1767
7,8,2016,Лениногорск-1,35,6,219,1,1767
7,8,2016,Смоленск-2,174,6,219,1,1767
8,8,2016,Нижневартовск-1,52,0,220,0,1768
8,8,2016,Гатчина-2,44,0,220,0,1768
8,8,2016,Ачинск-1,104,0,220,0,1768
8,8,2016,Нефтекамск-1,45,0,220,0,1768
8,8,2016,Вельск-1,54,0,220,0,1768
8,8,2016,Нижний Новгород-1,123,0,220,0,1768
8,8,2016,Балаково-1,88,0,220,0,1768
8,8,2016,Муром-1,56,0,220,0,1768
8,8,2016,Нижнекамск-1,94,0,220,0,1768
8,8,2016,Калининград-1,94,0,220,0,1768
8,8,2016,Сыктывкар-6,6,0,220,0,1768
8,8,2016,Новочебоксарск-1,52,0,220,0,1768
8,8,2016,Салават-1,30,0,220,0,1768
8,8,2016,Сыктывкар-5,30,0,220,0,1768
8,8,2016,Домодедово-1,73,0,220,0,1768
8,8,2016,Октябрьский-1,75,0,220,0,1768
8,8,2016,Комсомольск-на-Амуре-1,148,0,220,0,1768
8,8,2016,Чайковский-1,60,0,220,0,1768
8,8,2016,Абинск-1,92,0,220,0,1768
8,8,2016,Уссурийск-1,140,0,220,0,1768
8,8,2016,Лениногорск-1,42,0,220,0,1768
8,8,2016,Смоленск-3,76,0,220,0,1768
8,8,2016,Химки-1,169,0,220,0,1768
8,8,2016,Махачкала-2,23,0,220,0,1768
8,8,2016,Щелково-1,25,0,220,0,1768
8,8,2016,Москва 1-1,96,0,220,0,1768
8,8,2016,Новокуйбышевск-1,68,0,220,0,1768
8,8,2016,Ростов-на-Дону-3,76,0,220,0,1768
8,8,2016,Новоалтайск-1,8,0,220,0,1768
8,8,2016,Тверь-1,68,0,220,0,1768
8,8,2016,Ангарск-1,86,0,220,0,1768
8,8,2016,Шахты-1,68,0,220,0,1768
8,8,2016,Тюмень-2,77,0,220,0,1768
8,8,2016,Балашиха-1,114,0,220,0,1768
8,8,2016,Тюмень-1,131,0,220,0,1768
8,8,2016,Абакан-1,66,0,220,0,1768
8,8,2016,Гатчина-1,108,0,220,0,1768
8,8,2016,Зеленоград-1,144,0,220,0,1768
8,8,2016,Ростов-на-Дону-2,169,0,220,0,1768
8,8,2016,Альметьевск-1,74,0,220,0,1768
8,8,2016,Радужный-1,29,0,220,0,1768
8,8,2016,Ухта-2,46,0,220,0,1768
8,8,2016,Долгопрудный-1,157,0,220,0,1768
8,8,2016,Сургут-1,172,0,220,0,1768
8,8,2016,Петрозаводск-1,61,0,220,0,1768
8,8,2016,Тобольск-1,61,0,220,0,1768
8,8,2016,Благовещенск-1,44,0,220,0,1768
8,8,2016,Астрахань-1,57,0,220,0,1768
8,8,2016,Самара-1,189,0,220,0,1768
8,8,2016,Челябинск-2,99,0,220,0,1768
8,8,2016,Ухта-1,168,0,220,0,1768
8,8,2016,Красногорск-1,47,0,220,0,1768
8,8,2016,Смоленск-2,166,0,220,0,1768
8,8,2016,Казань-1,141,0,220,0,1768
8,8,2016,Сарапул-1,101,0,220,0,1768
8,8,2016,Новороссийск-1,271,0,220,0,1768
8,8,2016,Электросталь-1,29,0,220,0,1768
8,8,2016,Тольятти-1,212,0,220,0,1768
8,8,2016,Колпино-1,55,0,220,0,1768
8,8,2016,Нахабино-1,46,0,220,0,1768
8,8,2016,Ростов-на-Дону-1,180,0,220,0,1768
8,8,2016,Бугульма-1,71,0,220,0,1768
8,8,2016,Ульяновск-2,167,0,220,0,1768
8,8,2016,Калининград-2,66,0,220,0,1768
8,8,2016,Белгород-1,70,0,220,0,1768
8,8,2016,Березники-1,89,0,220,0,1768
8,8,2016,Таганрог-1,233,0,220,0,1768
8,8,2016,Махачкала-1,129,0,220,0,1768
8,8,2016,Вологда-1,58,0,220,0,1768
8,8,2016,Сочи-1,237,0,220,0,1768
8,8,2016,Всеволожск-1,50,0,220,0,1768
8,8,2016,Выборг-1,56,0,220,0,1768
8,8,2016,Калуга-1,123,0,220,0,1768
8,8,2016,Реутов-1,79,0,220,0,1768
8,8,2016,Железнодорожный-1,86,0,220,0,1768
8,8,2016,Ульяновск-1,75,0,220,0,1768
8,8,2016,Лобня-1,101,0,220,0,1768
8,8,2016,Сыктывкар-1,150,0,220,0,1768
8,8,2016,Самара-5,141,0,220,0,1768
8,8,2016,Самара-3,288,0,220,0,1768
8,8,2016,Смоленск-1,150,0,220,0,1768
8,8,2016,Самара-2,275,0,220,0,1768
8,8,2016,Сыктывкар-3,106,0,220,0,1768
8,8,2016,Зеленокумск-1,44,0,220,0,1768
8,8,2016,Пушкино-1,89,0,220,0,1768
8,8,2016,Энгельс-1,53,0,220,0,1768
8,8,2016,Сыктывкар-2,66,0,220,0,1768
8,8,2016,Самара-4,251,0,220,0,1768
8,8,2016,Якутск-1,82,0,220,0,1768
8,8,2016,Майкоп-1,101,0,220,0,1768
8,8,2016,Волжский-1,119,0,220,0,1768
8,8,2016,Уфа-1,63,0,220,0,1768
8,8,2016,Ханты-Мансийск-1,90,0,220,0,1768
8,8,2016,Челябинск-1,117,0,220,0,1768
8,8,2016,Сыктывкар-4,51,0,220,0,1768
8,8,2016,Ленинск-Кузнецкий-1,49,0,220,0,1768
8,8,2016,Серпухов-1,64,0,220,0,1768
8,8,2016,Мытищи-1,64,0,220,0,1768
8,8,2016,Королев-1,85,0,220,0,1768
8,8,2016,Саратов-1,128,0,220,0,1768
8,8,2016,Одинцово-1,94,0,220,0,1768
9,8,2016,Красногорск-1,57,1,221,0,1769
9,8,2016,Вельск-1,49,1,221,0,1769
9,8,2016,Одинцово-1,122,1,221,0,1769
9,8,2016,Ухта-2,35,1,221,0,1769
9,8,2016,Балаково-1,90,1,221,0,1769
9,8,2016,Майкоп-1,103,1,221,0,1769
9,8,2016,Самара-4,246,1,221,0,1769
9,8,2016,Сочи-1,216,1,221,0,1769
9,8,2016,Новороссийск-1,224,1,221,0,1769
9,8,2016,Сарапул-1,92,1,221,0,1769
9,8,2016,Химки-1,125,1,221,0,1769
9,8,2016,Самара-5,138,1,221,0,1769
9,8,2016,Альметьевск-1,88,1,221,0,1769
9,8,2016,Королев-1,85,1,221,0,1769
9,8,2016,Нижневартовск-1,47,1,221,0,1769
9,8,2016,Самара-3,252,1,221,0,1769
9,8,2016,Ачинск-1,92,1,221,0,1769
9,8,2016,Ульяновск-1,105,1,221,0,1769
9,8,2016,Абакан-1,70,1,221,0,1769
9,8,2016,Железнодорожный-1,97,1,221,0,1769
9,8,2016,Махачкала-1,116,1,221,0,1769
9,8,2016,Петрозаводск-1,65,1,221,0,1769
9,8,2016,Шахты-1,51,1,221,0,1769
9,8,2016,Лобня-1,158,1,221,0,1769
9,8,2016,Сыктывкар-3,93,1,221,0,1769
9,8,2016,Сыктывкар-6,9,1,221,0,1769
9,8,2016,Тверь-1,65,1,221,0,1769
9,8,2016,Благовещенск-1,64,1,221,0,1769
9,8,2016,Гатчина-1,88,1,221,0,1769
9,8,2016,Ростов-на-Дону-2,138,1,221,0,1769
9,8,2016,Лениногорск-1,40,1,221,0,1769
9,8,2016,Энгельс-1,67,1,221,0,1769
9,8,2016,Сыктывкар-1,172,1,221,0,1769
9,8,2016,Салават-1,31,1,221,0,1769
9,8,2016,Долгопрудный-1,133,1,221,0,1769
9,8,2016,Абинск-1,83,1,221,0,1769
9,8,2016,Новокуйбышевск-1,113,1,221,0,1769
9,8,2016,Электросталь-1,35,1,221,0,1769
9,8,2016,Нахабино-1,32,1,221,0,1769
9,8,2016,Щелково-1,26,1,221,0,1769
9,8,2016,Сыктывкар-4,42,1,221,0,1769
9,8,2016,Ангарск-1,68,1,221,0,1769
9,8,2016,Саратов-1,113,1,221,0,1769
9,8,2016,Волжский-1,98,1,221,0,1769
9,8,2016,Нефтекамск-1,41,1,221,0,1769
9,8,2016,Челябинск-2,125,1,221,0,1769
9,8,2016,Калуга-1,124,1,221,0,1769
9,8,2016,Выборг-1,53,1,221,0,1769
9,8,2016,Гатчина-2,50,1,221,0,1769
9,8,2016,Уссурийск-1,168,1,221,0,1769
9,8,2016,Всеволожск-1,55,1,221,0,1769
9,8,2016,Зеленоград-1,117,1,221,0,1769
9,8,2016,Ханты-Мансийск-1,45,1,221,0,1769
9,8,2016,Березники-1,78,1,221,0,1769
9,8,2016,Новоалтайск-1,29,1,221,0,1769
9,8,2016,Челябинск-1,78,1,221,0,1769
9,8,2016,Смоленск-3,53,1,221,0,1769
9,8,2016,Казань-1,113,1,221,0,1769
9,8,2016,Балашиха-1,125,1,221,0,1769
9,8,2016,Астрахань-1,62,1,221,0,1769
9,8,2016,Махачкала-2,29,1,221,0,1769
9,8,2016,Тюмень-2,119,1,221,0,1769
9,8,2016,Смоленск-1,148,1,221,0,1769
9,8,2016,Самара-1,186,1,221,0,1769
9,8,2016,Москва 1-1,96,1,221,0,1769
9,8,2016,Тобольск-1,55,1,221,0,1769
9,8,2016,Белгород-1,59,1,221,0,1769
9,8,2016,Якутск-1,85,1,221,0,1769
9,8,2016,Сыктывкар-5,35,1,221,0,1769
9,8,2016,Нижнекамск-1,71,1,221,0,1769
9,8,2016,Сургут-1,158,1,221,0,1769
9,8,2016,Смоленск-2,165,1,221,0,1769
9,8,2016,Колпино-1,67,1,221,0,1769
9,8,2016,Ленинск-Кузнецкий-1,59,1,221,0,1769
9,8,2016,Тюмень-1,110,1,221,0,1769
9,8,2016,Радужный-1,21,1,221,0,1769
9,8,2016,Комсомольск-на-Амуре-1,129,1,221,0,1769
9,8,2016,Калининград-2,80,1,221,0,1769
9,8,2016,Уфа-1,50,1,221,0,1769
9,8,2016,Новочебоксарск-1,62,1,221,0,1769
9,8,2016,Бугульма-1,96,1,221,0,1769
9,8,2016,Сыктывкар-2,92,1,221,0,1769
9,8,2016,Октябрьский-1,71,1,221,0,1769
9,8,2016,Муром-1,56,1,221,0,1769
9,8,2016,Домодедово-1,60,1,221,0,1769
9,8,2016,Ульяновск-2,261,1,221,0,1769
9,8,2016,Ухта-1,205,1,221,0,1769
9,8,2016,Ростов-на-Дону-3,78,1,221,0,1769
9,8,2016,Нижний Новгород-1,103,1,221,0,1769
9,8,2016,Мытищи-1,81,1,221,0,1769
9,8,2016,Таганрог-1,226,1,221,0,1769
9,8,2016,Пушкино-1,62,1,221,0,1769
9,8,2016,Тольятти-1,235,1,221,0,1769
9,8,2016,Чайковский-1,71,1,221,0,1769
9,8,2016,Ростов-на-Дону-1,137,1,221,0,1769
9,8,2016,Калининград-1,77,1,221,0,1769
9,8,2016,Зеленокумск-1,38,1,221,0,1769
9,8,2016,Серпухов-1,68,1,221,0,1769
9,8,2016,Вологда-1,43,1,221,0,1769
9,8,2016,Самара-2,258,1,221,0,1769
9,8,2016,Реутов-1,69,1,221,0,1769
10,8,2016,Тобольск-1,59,2,222,0,1770
10,8,2016,Альметьевск-1,81,2,222,0,1770
10,8,2016,Всеволожск-1,66,2,222,0,1770
10,8,2016,Ростов-на-Дону-1,133,2,222,0,1770
10,8,2016,Сургут-1,191,2,222,0,1770
10,8,2016,Октябрьский-1,88,2,222,0,1770
10,8,2016,Челябинск-2,126,2,222,0,1770
10,8,2016,Зеленокумск-1,33,2,222,0,1770
10,8,2016,Радужный-1,19,2,222,0,1770
10,8,2016,Домодедово-1,54,2,222,0,1770
10,8,2016,Нефтекамск-1,48,2,222,0,1770
10,8,2016,Колпино-1,78,2,222,0,1770
10,8,2016,Сыктывкар-3,96,2,222,0,1770
10,8,2016,Смоленск-1,190,2,222,0,1770
10,8,2016,Вологда-1,64,2,222,0,1770
10,8,2016,Химки-1,144,2,222,0,1770
10,8,2016,Махачкала-1,112,2,222,0,1770
10,8,2016,Комсомольск-на-Амуре-1,129,2,222,0,1770
10,8,2016,Серпухов-1,72,2,222,0,1770
10,8,2016,Тюмень-1,146,2,222,0,1770
10,8,2016,Лобня-1,122,2,222,0,1770
10,8,2016,Ханты-Мансийск-1,56,2,222,0,1770
10,8,2016,Реутов-1,99,2,222,0,1770
10,8,2016,Саратов-1,140,2,222,0,1770
